contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
LN_DD_contig_19149275	10230	No	NA	12	6	0	Low-quality	Genome-fragment	16.83	AAI-based (high-confidence)	0	1	
JS_LYG_contig_21537787||full	10228	No	NA	20	4	0	Low-quality	Genome-fragment	24.11	AAI-based (medium-confidence)	0	1	
JS_YC_contig_23555658	10228	No	NA	18	1	1	Low-quality	Genome-fragment	4.19	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_15632657||full	10227	No	NA	10	1	2	Low-quality	Genome-fragment	4.55	HMM-based (lower-bound)	0	1	
GX_BH_contig_2734514	10225	No	NA	9	4	0	Low-quality	Genome-fragment	12.97	HMM-based (lower-bound)	0	1	
JS_YC_contig_17571473	10225	No	NA	18	2	1	Low-quality	Genome-fragment	6.21	HMM-based (lower-bound)	0	1	
SD_DY_contig_15330072	10225	No	NA	11	2	0	Low-quality	Genome-fragment	6.75	HMM-based (lower-bound)	0	1	
JS_YC_contig_4739006	10224	No	NA	17	5	0	Low-quality	Genome-fragment	23.74	AAI-based (medium-confidence)	0	1	
SD_QD_contig_29600492	10224	No	NA	25	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_8988327||full_fragment_1	10224	No	NA	11	1	4	Low-quality	Genome-fragment	0.51	HMM-based (lower-bound)	0	1	
SD_QD_contig_8455142	10222	No	NA	6	4	0	Low-quality	Genome-fragment	4.36	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_5620596||full	10222	No	NA	9	1	1	Low-quality	Genome-fragment	5.32	HMM-based (lower-bound)	0	1	
GD_ST_contig_14512753	10220	No	NA	14	5	0	Low-quality	Genome-fragment	14.92	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_10958959||full	10219	No	NA	16	7	0	Low-quality	Genome-fragment	23.66	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_12451869	10218	No	NA	12	1	0	Low-quality	Genome-fragment	9.15	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_17734086||full	10218	No	NA	17	3	0	Low-quality	Genome-fragment	16.88	AAI-based (high-confidence)	0	1	
JS_YC_contig_8936300||full	10215	No	NA	11	1	0	Low-quality	Genome-fragment	5.32	HMM-based (lower-bound)	0	1	
GD_ST_contig_3081148	10214	No	NA	16	1	2	Low-quality	Genome-fragment	5.69	HMM-based (lower-bound)	0	1	
GD_ZH_contig_3074754	10213	No	NA	14	8	0	Low-quality	Genome-fragment	24.4	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_20895194	10213	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected; low-confidence DTR
ZJ_NB_contig_24864037	10213	No	NA	7	1	0	High-quality	High-quality	95.22	HMM-based (lower-bound)	0	1.02	
ZJ_NB_contig_5028920	10210	No	NA	12	4	0	Low-quality	Genome-fragment	24.57	AAI-based (medium-confidence)	0	1	
HN_SY_contig_20988419	10205	No	NA	15	6	0	Low-quality	Genome-fragment	25.74	AAI-based (medium-confidence)	0	1	
JS_YC_contig_16476617	10204	No	NA	16	2	0	Low-quality	Genome-fragment	34.97	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_7216774	10201	No	NA	9	2	0	Low-quality	Genome-fragment	7.01	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_227429	10201	No	NA	15	0	0	Low-quality	Genome-fragment	3.74	AAI-based (medium-confidence)	0	1	no viral genes detected
ZJ_NB_contig_16134038	10200	No	NA	11	1	0	Low-quality	Genome-fragment	6.48	AAI-based (medium-confidence)	0	1	
JS_YC_contig_27884508	10199	No	NA	6	2	0	Low-quality	Genome-fragment	10.64	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_24285238||full	10199	No	NA	19	3	1	Low-quality	Genome-fragment	10.29	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_35441139	10198	No	NA	8	3	0	Low-quality	Genome-fragment	16.88	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_7337735||full	10198	No	NA	17	10	0	Low-quality	Genome-fragment	23.46	AAI-based (medium-confidence)	0	1	
LN_DD_contig_5183905	10196	No	NA	6	0	0	Low-quality	Genome-fragment	41.71	AAI-based (medium-confidence)	0	1	no viral genes detected
ZJ_NB_contig_21745494	10196	No	NA	15	4	0	Low-quality	Genome-fragment	17.45	AAI-based (medium-confidence)	0	1	
LN_DD_contig_25301226	10194	No	NA	16	5	0	Low-quality	Genome-fragment	14.56	AAI-based (high-confidence)	0	1	
HN_SY_contig_33209738||full	10192	No	NA	10	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_11467325	10191	No	NA	6	3	0	Low-quality	Genome-fragment	9.72	AAI-based (medium-confidence)	0	1	
JS_YC_contig_8053705	10191	No	NA	13	3	0	Low-quality	Genome-fragment	8.44	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_3550667||full	10191	No	NA	10	0	1	Low-quality	Genome-fragment	20.13	AAI-based (medium-confidence)	0	1	no viral genes detected
ZJ_WZ_contig_22950221_1	10190	No	NA	15	10	0	Low-quality	Genome-fragment	5.44	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_8293748	10188	No	NA	21	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_211400	10187	No	NA	17	2	0	Low-quality	Genome-fragment	7.75	HMM-based (lower-bound)	0	1	
HN_SY_contig_14514556	10186	No	NA	10	7	0	Low-quality	Genome-fragment	16.46	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_13370529	10185	No	NA	17	5	0	Low-quality	Genome-fragment	15.05	HMM-based (lower-bound)	0	1	
HN_SY_contig_9023851	10185	No	NA	11	4	0	Low-quality	Genome-fragment	12.82	HMM-based (lower-bound)	0	1	
JS_LYG_contig_22947524||full	10185	No	NA	9	0	5	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_2054445	10185	No	NA	7	6	0	Low-quality	Genome-fragment	0.87	AAI-based (medium-confidence)	0	1	
SD_QD_contig_9105847	10185	No	NA	16	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_21025564	10184	No	NA	12	0	3	Low-quality	Genome-fragment	13.15	AAI-based (medium-confidence)	0	1	no viral genes detected
ZJ_NB_contig_13328256	10184	No	NA	25	2	0	Low-quality	Genome-fragment	31.55	AAI-based (high-confidence)	0	1	
FJ_XM_contig_13823533||full	10183	No	NA	8	0	6	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_31159944	10183	No	NA	8	8	0	Low-quality	Genome-fragment	5.29	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_456848	10180	No	NA	13	2	0	Low-quality	Genome-fragment	13.19	HMM-based (lower-bound)	0	1.01	
JS_LYG_contig_19781452	10178	No	NA	8	1	0	Low-quality	Genome-fragment	8.68	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_20035850	10177	No	NA	7	1	0	Low-quality	Genome-fragment	10.82	HMM-based (lower-bound)	0	1	
JS_YC_contig_16801341	10175	No	NA	18	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_24573115||0_partial	10175	No	NA	14	2	0	Low-quality	Genome-fragment	19.98	HMM-based (lower-bound)	0	1	
JS_LYG_contig_15981574	10174	No	NA	24	1	0	Low-quality	Genome-fragment	6.51	HMM-based (lower-bound)	0	1	
LN_DD_contig_16136843||full	10172	No	NA	11	1	4	Low-quality	Genome-fragment	8.14	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_3134032||full	10171	No	NA	11	4	0	Low-quality	Genome-fragment	18.99	AAI-based (medium-confidence)	0	1	
JS_YC_contig_13757151	10168	No	NA	14	2	0	Low-quality	Genome-fragment	5.6	AAI-based (medium-confidence)	0	1	
JS_YC_contig_17924027	10168	No	NA	5	2	0	Complete	High-quality	100	DTR (high-confidence)	0	1.01	contig >1.5x longer than expected genome length
ZJ_NB_contig_12969045||full	10167	No	NA	15	7	0	Low-quality	Genome-fragment	2.02	HMM-based (lower-bound)	0	1	
GD_ST_contig_19342628	10166	No	NA	20	3	1	Low-quality	Genome-fragment	17.44	AAI-based (medium-confidence)	0	1	
LN_DD_contig_5552904	10166	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0	1.04	no viral genes detected
ZJ_WZ_contig_13994020	10165	No	NA	10	1	0	Low-quality	Genome-fragment	27.24	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_19625079	10163	No	NA	14	3	0	Low-quality	Genome-fragment	25.28	AAI-based (high-confidence)	0	1	
JS_YC_contig_6078766	10163	No	NA	16	3	2	Low-quality	Genome-fragment	18.11	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_19548996	10163	No	NA	14	10	0	Low-quality	Genome-fragment	5.73	AAI-based (high-confidence)	0	1	
GD_ZH_contig_602815||full	10161	No	NA	9	3	0	Low-quality	Genome-fragment	22.96	AAI-based (medium-confidence)	0	1	
JS_YC_contig_23964098	10159	No	NA	19	1	0	Low-quality	Genome-fragment	22.1	AAI-based (medium-confidence)	0	1	
JS_YC_contig_10056412||full	10157	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
LN_DD_contig_16221464||full	10157	No	NA	11	1	0	Low-quality	Genome-fragment	5.56	AAI-based (medium-confidence)	0	1	
SD_DY_contig_4329407||full	10156	No	NA	7	2	0	Low-quality	Genome-fragment	1.92	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_8412165	10154	No	NA	22	5	0	Low-quality	Genome-fragment	16.32	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_14039315	10154	No	NA	31	1	0	Low-quality	Genome-fragment	4.06	HMM-based (lower-bound)	0	1	
JS_YC_contig_12578155	10153	No	NA	11	6	0	Low-quality	Genome-fragment	13.56	HMM-based (lower-bound)	0	1	
GD_ZH_contig_4186234	10152	No	NA	5	1	0	Low-quality	Genome-fragment	8.42	HMM-based (lower-bound)	0	1	
JS_YC_contig_6861989	10151	No	NA	11	2	0	Low-quality	Genome-fragment	14.23	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_22744694	10151	No	NA	18	2	0	Low-quality	Genome-fragment	15.57	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_20889870	10150	No	NA	18	1	1	Low-quality	Genome-fragment	6.82	HMM-based (lower-bound)	0	1	
LN_DD_contig_13842789	10147	No	NA	15	2	0	Low-quality	Genome-fragment	23.28	AAI-based (medium-confidence)	0	1.01	
ZJ_WZ_contig_2683299	10147	No	NA	18	1	2	Low-quality	Genome-fragment	5.14	HMM-based (lower-bound)	0	1	
HN_SY_contig_5323711	10146	No	NA	11	4	1	Low-quality	Genome-fragment	13.25	HMM-based (lower-bound)	0	1	
GX_BH_contig_31951648||full	10142	No	NA	19	4	0	Low-quality	Genome-fragment	9.41	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_24586869	10141	No	NA	12	4	0	Low-quality	Genome-fragment	5.71	HMM-based (lower-bound)	0	1.01	
JS_LYG_contig_1726231	10140	No	NA	19	1	0	Low-quality	Genome-fragment	10.8	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_4960816||full	10140	No	NA	23	6	0	Low-quality	Genome-fragment	13.58	AAI-based (medium-confidence)	0	1	
JS_YC_contig_6330984	10139	No	NA	25	1	1	Low-quality	Genome-fragment	10.66	HMM-based (lower-bound)	0	1	
JS_LYG_contig_1314543	10138	No	NA	19	0	0	Low-quality	Genome-fragment	19.39	AAI-based (high-confidence)	0	1	no viral genes detected
GD_ST_contig_20072071	10137	No	NA	15	8	0	Low-quality	Genome-fragment	21.88	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_23577994	10137	No	NA	16	2	0	Low-quality	Genome-fragment	23.64	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_13016837	10135	No	NA	12	3	0	Low-quality	Genome-fragment	14.21	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_12110391||full	10132	No	NA	8	5	1	Low-quality	Genome-fragment	16.35	AAI-based (medium-confidence)	0	1	
JS_YC_contig_13418659||full	10127	No	NA	9	4	0	Low-quality	Genome-fragment	9.3	HMM-based (lower-bound)	0	1	
SD_QD_contig_7602348	10125	No	NA	8	2	1	Low-quality	Genome-fragment	1.9	AAI-based (medium-confidence)	0	1.02	
SD_QD_contig_17905326	10124	No	NA	11	2	0	Low-quality	Genome-fragment	15.87	HMM-based (lower-bound)	0	1	
JS_YC_contig_2970345	10120	No	NA	18	1	0	Low-quality	Genome-fragment	16.96	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_10001471	10118	No	NA	20	7	0	Low-quality	Genome-fragment	22.59	AAI-based (medium-confidence)	0	1	
LN_DD_contig_22969305||full	10118	No	NA	10	4	0	Low-quality	Genome-fragment	4.46	AAI-based (medium-confidence)	0	1.09	
ZJ_WZ_contig_20355628	10118	No	NA	12	1	3	Low-quality	Genome-fragment	3.86	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_16969775	10117	No	NA	4	4	0	Low-quality	Genome-fragment	6.03	AAI-based (high-confidence)	0	1	
JS_LYG_contig_8427263	10115	No	NA	7	0	0	Low-quality	Genome-fragment	26.13	AAI-based (medium-confidence)	0	1	no viral genes detected
LN_DD_contig_1502165	10114	No	NA	7	2	0	Low-quality	Genome-fragment	15.75	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_25434712	10112	No	NA	22	2	0	Low-quality	Genome-fragment	7.83	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_6683691	10112	No	NA	9	2	0	Low-quality	Genome-fragment	13.22	HMM-based (lower-bound)	0	1	
LN_DD_contig_388757	10112	No	NA	25	2	0	Low-quality	Genome-fragment	12.41	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_4006648||full	10109	No	NA	12	4	1	Low-quality	Genome-fragment	1.25	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_20671981	10108	No	NA	9	1	0	Low-quality	Genome-fragment	6.79	HMM-based (lower-bound)	0	1	
LN_DD_contig_587064	10108	No	NA	14	7	0	Low-quality	Genome-fragment	18.76	AAI-based (medium-confidence)	0	1	
JS_YC_contig_5377817||full	10107	No	NA	7	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
LN_DD_contig_2006138	10107	No	NA	9	5	0	Low-quality	Genome-fragment	15.82	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_21215142	10103	No	NA	17	8	0	Low-quality	Genome-fragment	13.75	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_16438594	10103	No	NA	21	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_16338613	10101	No	NA	12	2	0	Low-quality	Genome-fragment	11.9	AAI-based (high-confidence)	0	1	
LN_DD_contig_24437103	10100	No	NA	14	4	0	Low-quality	Genome-fragment	23.28	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_1655831||full	10100	No	NA	29	1	0	Low-quality	Genome-fragment	8.99	HMM-based (lower-bound)	0	1	
HN_SY_contig_4013106||full	10099	No	NA	16	2	0	Low-quality	Genome-fragment	15.09	HMM-based (lower-bound)	0	1	
LN_DD_contig_3277276||full	10099	No	NA	14	6	0	Low-quality	Genome-fragment	2.36	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_11996334||full	10099	No	NA	13	2	1	Low-quality	Genome-fragment	32.7	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_14750290	10099	No	NA	9	2	0	Low-quality	Genome-fragment	15.35	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_18065189||full	10098	No	NA	11	2	0	Low-quality	Genome-fragment	23.59	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_20708616	10098	No	NA	14	2	0	Low-quality	Genome-fragment	14.97	AAI-based (medium-confidence)	0	1	
LN_DD_contig_7161304	10097	No	NA	9	6	0	Low-quality	Genome-fragment	5.74	AAI-based (medium-confidence)	0	1.01	
ZJ_WZ_contig_9916171||full	10097	No	NA	12	1	0	Low-quality	Genome-fragment	9.53	AAI-based (medium-confidence)	0	1.01	
SD_QD_contig_26216079	10096	No	NA	20	2	0	Low-quality	Genome-fragment	6.78	HMM-based (lower-bound)	0	1	
LN_DD_contig_6833726	10094	No	NA	17	1	1	Low-quality	Genome-fragment	16.01	AAI-based (high-confidence)	0	1	
SD_DY_contig_16224385	10093	No	NA	21	0	1	Low-quality	Genome-fragment	22.16	AAI-based (medium-confidence)	0	1	no viral genes detected
ZJ_NB_contig_23971947||full	10093	No	NA	22	5	0	Low-quality	Genome-fragment	16.76	AAI-based (high-confidence)	0	1	
LN_DD_contig_17688334	10091	No	NA	13	2	0	Low-quality	Genome-fragment	30.99	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_11868093	10090	No	NA	7	1	0	Low-quality	Genome-fragment	9.1	AAI-based (medium-confidence)	0	1	
HN_SY_contig_10523000	10087	No	NA	24	1	1	Low-quality	Genome-fragment	5.63	HMM-based (lower-bound)	0	1	
SD_DY_contig_18347867	10086	No	NA	17	1	0	Low-quality	Genome-fragment	5.42	HMM-based (lower-bound)	0	1	
GX_BH_contig_26987368	10083	No	NA	10	1	0	Low-quality	Genome-fragment	13.21	HMM-based (lower-bound)	0	1	
JS_LYG_contig_18094300	10083	No	NA	12	4	0	Low-quality	Genome-fragment	19.78	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_3857991||full	10083	No	NA	13	5	0	Low-quality	Genome-fragment	9.14	AAI-based (medium-confidence)	0	1.02	
ZJ_NB_contig_6604861||full	10080	No	NA	11	5	0	Low-quality	Genome-fragment	27.72	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_16488212	10079	No	NA	18	11	0	Low-quality	Genome-fragment	16.44	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_21655924	10078	No	NA	11	5	0	Low-quality	Genome-fragment	4.43	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_25092407	10077	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ST_contig_2989015	10076	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_26966214	10075	No	NA	9	3	0	Low-quality	Genome-fragment	18.03	AAI-based (high-confidence)	0	1	
LN_DD_contig_10654378	10074	No	NA	20	2	0	Low-quality	Genome-fragment	12.89	HMM-based (lower-bound)	0	1	
GD_ZH_contig_8835085	10073	No	NA	15	1	0	Low-quality	Genome-fragment	25.54	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_24907680	10073	No	NA	17	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ZH_contig_24744300	10072	No	NA	10	5	0	Low-quality	Genome-fragment	13.57	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_23512230||full	10072	No	NA	25	4	0	Low-quality	Genome-fragment	11.64	HMM-based (lower-bound)	0	1	
JS_YC_contig_2772934	10071	No	NA	12	1	0	Low-quality	Genome-fragment	13.1	HMM-based (lower-bound)	0	1	
JS_YC_contig_14324505	10067	No	NA	5	1	0	Low-quality	Genome-fragment	15.06	HMM-based (lower-bound)	0	1	
JS_LYG_contig_7552482||full	10066	No	NA	7	0	4	Low-quality	Genome-fragment	12.46	AAI-based (medium-confidence)	0	1	no viral genes detected
JS_YC_contig_16219968	10065	No	NA	14	5	0	Low-quality	Genome-fragment	26.11	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_10939560	10065	No	NA	14	5	0	Low-quality	Genome-fragment	4.93	HMM-based (lower-bound)	0	1.08	
JS_YC_contig_22692895	10064	No	NA	18	1	0	Low-quality	Genome-fragment	2.19	HMM-based (lower-bound)	0	1	
GX_BH_contig_17447539	10063	No	NA	18	3	0	Low-quality	Genome-fragment	14.32	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_7788990	10063	No	NA	9	2	0	Low-quality	Genome-fragment	9.38	AAI-based (high-confidence)	0	1	
HN_SY_contig_7067226||full	10062	No	NA	11	1	1	Low-quality	Genome-fragment	5.24	HMM-based (lower-bound)	0	1	
JS_YC_contig_15168701||full	10062	No	NA	10	1	0	Low-quality	Genome-fragment	2.76	HMM-based (lower-bound)	0	1	
HN_SY_contig_28226532	10061	No	NA	13	3	0	Low-quality	Genome-fragment	10.66	AAI-based (medium-confidence)	0	1	
LN_DD_contig_16132502	10061	No	NA	21	1	0	Low-quality	Genome-fragment	2.65	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_21083875||full	10060	No	NA	20	3	0	Low-quality	Genome-fragment	14.56	HMM-based (lower-bound)	0	1	
GX_BH_contig_25773763||full	10058	No	NA	13	1	1	Low-quality	Genome-fragment	4.64	HMM-based (lower-bound)	0	1	
JS_YC_contig_3257143	10058	No	NA	14	3	0	Low-quality	Genome-fragment	15.07	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_3239117||full	10058	No	NA	10	6	0	Low-quality	Genome-fragment	22.14	AAI-based (medium-confidence)	0	1	
GX_BH_contig_1883132||full	10057	No	NA	12	5	0	Low-quality	Genome-fragment	21.63	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_4351796	10056	No	NA	16	2	2	Low-quality	Genome-fragment	13.36	HMM-based (lower-bound)	0	1	
JS_YC_contig_5372274||full	10056	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_DY_contig_275006||full	10055	No	NA	21	4	0	Low-quality	Genome-fragment	45.12	HMM-based (lower-bound)	0	1	
FJ_XM_contig_23126558	10054	No	NA	18	1	0	Low-quality	Genome-fragment	4.89	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_27698031||full	10054	No	NA	9	3	0	Low-quality	Genome-fragment	14.91	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_3104903	10054	No	NA	8	1	0	Low-quality	Genome-fragment	5.45	HMM-based (lower-bound)	0	1	
HN_SY_contig_24242112||full	10053	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_23139468	10053	No	NA	13	3	0	Low-quality	Genome-fragment	23.04	AAI-based (medium-confidence)	0	1	
HN_SY_contig_20259574	10052	No	NA	10	3	0	Low-quality	Genome-fragment	10.65	AAI-based (medium-confidence)	0	1	
JS_YC_contig_8527898	10052	No	NA	10	2	0	Low-quality	Genome-fragment	13.82	HMM-based (lower-bound)	0	1	
JS_LYG_contig_7160373	10051	No	NA	17	1	0	Low-quality	Genome-fragment	27.21	AAI-based (medium-confidence)	0	1	
SD_DY_contig_26724891	10051	No	NA	8	1	0	Low-quality	Genome-fragment	0.83	HMM-based (lower-bound)	0	1.05	
JS_LYG_contig_23176047||full	10048	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
SD_QD_contig_27770663	10048	No	NA	9	5	0	Low-quality	Genome-fragment	18.2	HMM-based (lower-bound)	0	1	
JS_LYG_contig_7148162	10047	No	NA	27	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_3070861	10046	No	NA	11	2	0	Low-quality	Genome-fragment	3.71	AAI-based (medium-confidence)	0	1	
SD_QD_contig_19337298	10044	No	NA	12	3	0	Low-quality	Genome-fragment	7.67	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_27139968	10044	No	NA	11	1	0	Low-quality	Genome-fragment	7.56	AAI-based (medium-confidence)	0	1	
JS_YC_contig_14373905	10043	No	NA	20	1	0	Low-quality	Genome-fragment	12.7	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_7706020	10041	No	NA	15	9	0	Low-quality	Genome-fragment	5.45	AAI-based (high-confidence)	0	1	
GX_BH_contig_3278357	10040	No	NA	19	3	0	Low-quality	Genome-fragment	5.28	HMM-based (lower-bound)	0	1	
HN_SY_contig_7890493||full	10040	No	NA	8	1	0	Low-quality	Genome-fragment	8.03	HMM-based (lower-bound)	0	1	
SD_QD_contig_26155862	10040	No	NA	7	1	0	Low-quality	Genome-fragment	0.81	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_22054562	10040	No	NA	12	1	0	High-quality	High-quality	93.6	HMM-based (lower-bound)	0	1	
JS_LYG_contig_14415467	10039	No	NA	11	3	0	Low-quality	Genome-fragment	0.81	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_20179625	10039	No	NA	6	1	0	Low-quality	Genome-fragment	15.52	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_22533302	10039	No	NA	8	4	0	Low-quality	Genome-fragment	4.56	AAI-based (medium-confidence)	0	1	
SD_QD_contig_13484038	10038	No	NA	16	5	0	Low-quality	Genome-fragment	14.2	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_27378097	10038	No	NA	10	2	0	Low-quality	Genome-fragment	8.65	HMM-based (lower-bound)	0	1	
SD_QD_contig_12948460	10037	No	NA	9	4	0	Low-quality	Genome-fragment	16.87	AAI-based (high-confidence)	0	1	
SD_QD_contig_6918508||full	10037	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
